Id;pais;provincia_departamento;ciudad;property_type;operation_type;rooms;bedrooms;bathrooms;surface_total;currency;price
302;Argentina;Santa Fe;Rosario;Departamento;Venta;3;2;1;65;USD;89000
303;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;90;USD;101844
304;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;41;USD;97000
305;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;52;USD;77000
306;Argentina;Capital Federal;Almagro;Departamento;Venta;4;3;3;101;USD;250000
307;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;1;1;2;56;USD;126617
308;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;3;86;USD;173410
309;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Departamento;Venta;2;1;1;45;USD;80000
310;Argentina;Bs.As. G.B.A. Zona Norte;Vicente Lopez;Departamento;Venta;2;1;1;59;USD;130000
311;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;92;USD;121112
312;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;1;1;1;25;USD;75000
313;Argentina;Capital Federal;Balvanera;Departamento;Venta;2;1;1;35;USD;79500
314;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;3;120;USD;302780
315;Colombia;Antioquia;Sabaneta;Apartamento;Venta;3;3;2;66;USD;63309
316;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;39;USD;75000
317;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;1;60;USD;98000
318;Argentina;Capital Federal;Chacarita;Departamento;Venta;4;3;1;95;USD;172000
319;Argentina;Capital Federal;San Nicolas;Departamento;Venta;1;1;1;22;USD;55000
320;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;4;3;2;110;USD;249000
321;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;1;1;1;60;USD;118359
322;Argentina;Capital Federal;Almagro;Departamento;Venta;3;2;2;76;USD;199500
323;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;47;USD;115000
324;Argentina;Capital Federal;Recoleta;Departamento;Venta;1;1;1;30;USD;125000
325;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;115;USD;115607
326;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;2;1;1;43;USD;20000
327;Argentina;Capital Federal;Belgrano;Departamento;Venta;4;3;4;128;USD;630000
328;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;3;192;USD;121112
329;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;1;62;USD;42664
330;Argentina;Capital Federal;Palermo;Departamento;Venta;4;3;2;97;USD;149000
331;Argentina;Bs.As. G.B.A. Zona Oeste;La Matanza;Departamento;Venta;2;1;1;46;USD;89500
332;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;4;200;USD;335811
333;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;1;50;USD;95000
334;Argentina;Bs.As. G.B.A. Zona Norte;Vicente Lopez;Departamento;Venta;4;3;2;127;USD;305000
335;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;2;89;USD;359000
336;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;111;USD;192678
337;Argentina;Capital Federal;Liniers;Departamento;Venta;2;2;1;107;USD;110000
338;Argentina;Capital Federal;San Nicolas;Departamento;Venta;2;1;1;38;USD;100000
339;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;1;65;USD;133000
340;Argentina;Capital Federal;Congreso;Departamento;Venta;4;2;2;120;USD;209000
341;Argentina;Capital Federal;Villa Devoto;Departamento;Venta;3;2;1;51;USD;89900
342;Colombia;Atlantico;Barranquilla;Apartamento;Venta;1;1;2;58;USD;52298
343;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;36;USD;110000
344;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;2;64;USD;209533
345;Colombia;Antioquia;Sabaneta;Apartamento;Venta;2;2;2;75;USD;68814
346;Argentina;Capital Federal;Chacarita;Departamento;Venta;2;1;1;31;USD;65000
347;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;57;USD;61858
348;Colombia;Antioquia;Rionegro;Apartamento;Venta;2;2;2;66;USD;89458
349;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;3;2;2;80;USD;200000
350;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Departamento;Venta;4;3;3;140;USD;235000
351;Colombia;Antioquia;Medellin;Apartamento;Venta;2;2;2;65;USD;48170
352;Argentina;Capital Federal;Caballito;Departamento;Venta;1;1;1;42;USD;128000
353;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;3;117;USD;123865
354;Colombia;Norte de Santander;Los Patios;Apartamento;Venta;2;2;3;114;USD;68814
355;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;2;85;USD;75000
356;Argentina;Capital Federal;Palermo;Departamento;Venta;4;3;2;75;USD;195000
357;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;28;USD;63900
358;Argentina;Bs.As. G.B.A. Zona Norte;General San Martin;Departamento;Venta;3;2;1;70;USD;123500
359;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;4;150;USD;79824
360;Argentina;Capital Federal;Congreso;Departamento;Venta;2;1;1;34;USD;76000
361;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;41;USD;145000
362;Argentina;Bs.As. G.B.A. Zona Oeste;Moran;Departamento;Venta;2;1;1;40;USD;75000
363;Argentina;Capital Federal;Boca;Departamento;Venta;4;3;1;76;USD;120000
364;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;2;1;1;31;USD;89000
365;Argentina;Capital Federal;Floresta;Departamento;Venta;3;2;1;69;USD;149900
366;Colombia;Antioquia;Envigado;Apartamento;Venta;3;3;2;68;USD;72942
367;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;42;USD;130000
368;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;157;USD;233141
369;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Departamento;Venta;1;1;1;30;USD;60000
370;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;71;USD;122250
371;Colombia;Antioquia;Sabaneta;Apartamento;Venta;2;2;2;60;USD;66061
372;Argentina;Buenos Aires Costa Atlantica;Pinamar;Departamento;Venta;4;3;3;104;USD;139000
373;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;36;USD;73900
374;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;4;3;3;144;USD;370000
375;Argentina;Bs.As. G.B.A. Zona Oeste;Moran;Departamento;Venta;2;1;1;35;USD;43500
376;Argentina;Capital Federal;Centro / Microcentro;Departamento;Venta;2;1;1;42;USD;110000
377;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;3;168;USD;104597
378;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;2;1;1;33;USD;114900
379;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;2;56;USD;38536
380;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;1;70;USD;135000
381;Argentina;Rio Negro;General Roca;Departamento;Venta;4;2;2;95;USD;180000
382;Colombia;Cundinamarca;Gachancipa;Apartamento;Venta;3;3;1;53;USD;38536
383;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;37;USD;85000
384;Argentina;Capital Federal;Recoleta;Departamento;Venta;5;3;1;135;USD;390000
385;Argentina;Cordoba;Punilla;Departamento;Venta;4;2;1;64;USD;65000
386;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;37;USD;105000
387;Argentina;Capital Federal;Centro / Microcentro;Departamento;Venta;3;2;2;85;USD;145000
388;Argentina;Capital Federal;San Nicolas;Departamento;Venta;5;3;2;116;USD;235000
389;Argentina;Capital Federal;San Telmo;Departamento;Venta;2;1;1;45;USD;160000
390;Argentina;Santa Fe;Rosario;Departamento;Venta;3;1;1;35;USD;71500
391;Argentina;Capital Federal;Villa Lugano;Departamento;Venta;3;2;1;50;USD;47000
392;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;171;USD;371594
393;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;3;2;2;88;USD;250000
394;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;5;2;1;70;USD;190000
395;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;37;USD;85000
396;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;86;USD;121112
397;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;99;USD;77071
398;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;98;USD;63309
399;Argentina;Capital Federal;Villa Urquiza;Departamento;Venta;2;1;1;41;USD;120000
400;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;150;USD;220204
401;Argentina;Capital Federal;Recoleta;Departamento;Venta;3;2;3;115;USD;340000
402;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;48;USD;93000
403;Argentina;Capital Federal;Congreso;Departamento;Venta;3;2;2;74;USD;145000
404;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;158;USD;302780
405;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;240;USD;440407
406;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;108;USD;63309
407;Colombia;Antioquia;Envigado;Apartamento;Venta;3;3;3;117;USD;165153
408;Argentina;Santa Fe;Rosario;Departamento;Venta;1;1;1;18;USD;29000
409;Argentina;Capital Federal;Las Canitas;Departamento;Venta;5;4;2;240;USD;850000
410;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;Departamento;Venta;2;1;2;48;USD;159900
411;Argentina;Bs.As. G.B.A. Zona Sur;Quilmes;Departamento;Venta;3;2;1;59;USD;69000
412;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;2;110;USD;55051
413;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;33;USD;95000
414;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;34;USD;49500
415;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;2;1;1;49;USD;65000
416;Argentina;Capital Federal;Almagro;Departamento;Venta;4;3;1;100;USD;165000
417;Argentina;Capital Federal;Belgrano;Departamento;Venta;1;1;1;39;USD;120000
418;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;34;USD;47000
419;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;46;USD;90000
420;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;2;1;1;41;USD;82000
421;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;61;USD;79824
422;Argentina;Santa Fe;Rosario;Departamento;Venta;5;4;3;145;USD;550000
423;Argentina;Capital Federal;Belgrano;Departamento;Venta;4;3;3;112;USD;600000
424;Argentina;Capital Federal;Almagro;Departamento;Venta;4;3;1;100;USD;174500
425;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;158;USD;217451
426;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;3;152;USD;302780
427;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;2;1;1;40;USD;77000
428;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;79;USD;57803
429;Colombia;Antioquia;Envigado;Apartamento;Venta;3;3;5;165;USD;169282
430;Argentina;Mendoza;Mendoza;Departamento;Venta;4;2;2;80;USD;125000
431;Argentina;Capital Federal;Colegiales;Departamento;Venta;4;3;1;80;USD;150000
432;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;35;USD;64000
433;Colombia;Santander;Bucaramanga;Apartamento;Venta;4;4;4;204;USD;206441
434;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;5;4;2;120;USD;285000
435;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;32;USD;80000
436;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;2;66;USD;184700
437;Colombia;Antioquia;Medellin;Apartamento;Venta;2;2;3;109;USD;188549
438;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;1;42;USD;44041
439;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;3;137;USD;137627
440;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;178;USD;302780
441;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;164;USD;247729
442;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;3;2;2;88;USD;180000
443;Argentina;Capital Federal;Villa Ortuzar;Departamento;Venta;2;1;1;45;USD;85000
444;Argentina;Capital Federal;Palermo;Departamento;Venta;5;3;3;281;USD;770000
445;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;75;USD;114905
446;Argentina;Capital Federal;Pompeya;Departamento;Venta;3;2;1;59;USD;58000
447;Argentina;Capital Federal;Recoleta;Departamento;Venta;7;4;4;318;USD;1900000
448;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;83;USD;82576
449;Argentina;Cordoba;Cordoba;Departamento;Venta;1;1;1;29;USD;45000
450;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;4;3;3;92;USD;290000
451;Colombia;Antioquia;Bello;Apartamento;Venta;2;2;2;54;USD;53675
452;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;329;USD;853289
453;Argentina;Capital Federal;Caballito;Departamento;Venta;2;1;1;37;USD;83000
454;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;3;150;USD;151390
455;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;30;USD;63900
456;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;127;USD;188549
457;Argentina;Capital Federal;Villa del Parque;Departamento;Venta;3;2;1;59;USD;99000
458;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;45;USD;85394
459;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;40;USD;150000
460;Argentina;Santa Fe;Rosario;Departamento;Venta;4;3;2;138;USD;621000
461;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;5;3;2;105;USD;315000
462;Argentina;Capital Federal;Palermo;Departamento;Venta;1;1;1;23;USD;76000
463;Argentina;Bs.As. G.B.A. Zona Norte;General San Martin;Departamento;Venta;4;3;1;61;USD;77000
464;Argentina;Capital Federal;Paternal;Departamento;Venta;2;1;1;43;USD;82000
465;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;107;USD;184971
466;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;56;USD;41288
467;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;47;USD;101000
468;Argentina;Bs.As. G.B.A. Zona Norte;General San Martin;Departamento;Venta;3;2;1;58;USD;100000
469;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;3;100;USD;92761
470;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;103;USD;99092
471;Argentina;Capital Federal;San Telmo;Departamento;Venta;1;1;1;17;USD;55000
472;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;85;USD;88081
473;Argentina;Bs.As. G.B.A. Zona Norte;San Miguel;Departamento;Venta;3;2;2;54;USD;115000
474;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;1;30;USD;87000
475;Argentina;Capital Federal;Belgrano;Departamento;Venta;6;4;3;183;USD;550000
476;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;38;USD;89900
477;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;39;USD;158000
478;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;60;USD;225000
479;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;90;USD;107349
480;Argentina;Capital Federal;Las Canitas;Departamento;Venta;5;4;2;240;USD;850000
481;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;38;USD;105000
482;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;72;USD;84778
483;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;40;USD;83000
484;Argentina;Santa Fe;Rosario;Departamento;Venta;4;2;2;70;USD;130000
485;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;32;USD;80000
486;Argentina;Capital Federal;Recoleta;Departamento;Venta;1;1;1;34;USD;188000
487;Argentina;Capital Federal;Parque Patricios;Departamento;Venta;2;1;1;52;USD;115000
488;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;109;USD;140380
489;Argentina;Capital Federal;Balvanera;Departamento;Venta;5;3;2;92;USD;120000
490;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;39;USD;85000
491;Colombia;Risaralda;Pereira;Apartamento;Venta;3;3;3;83;USD;82576
492;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;2;66;USD;168000
493;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;40;USD;70000
494;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;2;95;USD;260000
495;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;1;1;1;30;USD;60000
496;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;80;USD;172034
497;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;61;USD;68814
498;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;53;USD;137000
499;Argentina;Capital Federal;Balvanera;Departamento;Venta;1;1;1;38;USD;99000
500;Argentina;Capital Federal;Parque Chacabuco;Departamento;Venta;2;1;1;41;USD;84900
501;Argentina;Capital Federal;San Cristobal;Departamento;Venta;1;1;1;25;USD;60000
502;Argentina;Santa Fe;Rosario;Departamento;Venta;4;3;2;138;USD;621000
503;Argentina;Capital Federal;Caballito;Departamento;Venta;2;1;1;47;USD;99800
504;Colombia;Atlantico;Puerto Colombia;Apartamento;Venta;3;3;2;102;USD;88081
505;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;34;USD;47000
506;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;1;54;USD;70000
507;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;28;USD;53000
508;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;141;USD;206441
509;Argentina;Capital Federal;Villa del Parque;Departamento;Venta;4;3;2;95;USD;270000
510;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;4;4;5;270;USD;357831
511;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;32;USD;56000
512;Argentina;Buenos Aires Costa Atlantica;Santa Teresita;Departamento;Venta;3;2;1;50;USD;50000
513;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;5;5;4;234;USD;412882
514;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;1;42;USD;105000
515;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;47;USD;72000
516;Argentina;Capital Federal;Barracas;Departamento;Venta;3;2;1;53;USD;78000
517;Argentina;Santa Fe;Rosario;Departamento;Venta;1;1;1;33;USD;62000
518;Colombia;Antioquia;Envigado;Apartamento;Venta;3;3;2;68;USD;66061
519;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;34;USD;47000
520;Argentina;Bs.As. G.B.A. Zona Norte;San Isidro;Departamento;Venta;2;1;1;50;USD;122000
521;Colombia;Antioquia;Bello;Apartamento;Venta;3;3;2;77;USD;70190
522;Argentina;Capital Federal;Nunez;Departamento;Venta;1;1;1;35;USD;99000
523;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;1;1;1;40;USD;110000
524;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;119;USD;90834
525;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;33;USD;105100
526;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;74;USD;90834
527;Argentina;Santa Fe;Rosario;Departamento;Venta;3;2;1;70;USD;130000
528;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;80;USD;129000
529;Colombia;Huila;Neiva;Apartamento;Venta;3;3;2;89;USD;45821
530;Argentina;Capital Federal;Recoleta;Departamento;Venta;1;1;1;27;USD;79500
531;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;4;3;3;140;USD;360000
532;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;42;USD;99900
533;Argentina;Bs.As. G.B.A. Zona Norte;San Isidro;Departamento;Venta;3;2;3;138;USD;390000
534;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;2;1;2;57;USD;74000
535;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;237;USD;357831
536;Argentina;Capital Federal;Caballito;Departamento;Venta;1;1;1;42;USD;123000
537;Argentina;Capital Federal;Belgrano;Departamento;Venta;3;2;2;80;USD;550000
538;Colombia;Antioquia;La Estrella;Apartamento;Venta;2;2;2;62;USD;64685
539;Argentina;Capital Federal;Balvanera;Departamento;Venta;2;1;1;41;USD;77900
540;Colombia;Valle del Cauca;Cali;Apartamento;Venta;4;4;5;319;USD;330306
541;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;24;USD;78900
542;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;2;1;1;60;USD;65000
543;Colombia;Antioquia;Sabaneta;Apartamento;Venta;3;3;2;124;USD;115607
544;Argentina;Capital Federal;Belgrano;Departamento;Venta;4;3;3;171;USD;1300000
545;Colombia;Antioquia;Envigado;Apartamento;Venta;3;3;2;75;USD;96339
546;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;1;80;USD;275000
547;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;34;USD;49500
548;Argentina;Capital Federal;Nunez;Departamento;Venta;4;3;3;204;USD;1200000
549;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;1;73;USD;230000
550;Argentina;Santa Fe;Rosario;Departamento;Venta;1;1;1;24;USD;42640
551;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;76;USD;83953
552;Argentina;Capital Federal;Villa Urquiza;Departamento;Venta;1;1;1;25;USD;83500
553;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;3;88;USD;330000
554;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;3;142;USD;311038
555;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;78;USD;139500
556;Argentina;Capital Federal;Palermo;Departamento;Venta;4;3;3;210;USD;935000
557;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;58;USD;36334
558;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;126;USD;148637
559;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Departamento;Venta;3;2;2;114;USD;260000
560;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;4;3;2;130;USD;285000
561;Argentina;Bs.As. G.B.A. Zona Oeste;La Matanza;Departamento;Venta;2;1;1;35;USD;55000
562;Colombia;Antioquia;Envigado;Apartamento;Venta;3;3;2;89;USD;96339
563;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;93;USD;99092
564;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;132;USD;93587
565;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;23;USD;90000
566;Argentina;Entre Rios;Colan;Departamento;Venta;3;2;1;60;USD;85000
567;Argentina;Santa Fe;Esperanza;Departamento;Venta;2;1;1;43;USD;37000
568;Argentina;Capital Federal;Recoleta;Departamento;Venta;4;3;2;105;USD;310000
